id,aircraft.id,maintenanceType,startDate,endDate,description,workOrder.id,supplierName,technician
a6a3f949-7e53-41a2-bff7-71c14fbdffea,AIRCRAFT-421,SCHEDULED,2026-10-25,2026-10-25,Verified integrity of access panels and doors,WORK-ORDER-9009,TitanAir Logistics,James Rodriguez
a6a403d0-253d-4bb7-9c00-b277635faa56,AIRCRAFT-384,UNSCHEDULED,2026-08-30,2026-08-31,Calibrated fuel quantity indicators,WORK-ORDER-6655,TitanAir Logistics,Sarah Chen
a6a55e7f-28c6-43df-a822-c82fa312f061,AIRCRAFT-37,EMERGENCY,2026-08-01,2026-08-03,Replaced faulty GPS module,WORK-ORDER-5333,TitanAir Logistics,Sarah Chen
a6a5fc1f-64c5-41f0-9589-5e19cc52608b,AIRCRAFT-342,SCHEDULED,2026-09-16,2026-09-17,Performed overdue avionics system test,WORK-ORDER-7353,TitanAir Logistics,Emily Davis
a6a609e1-e076-4d06-8c64-c391c1b1a1ae,AIRCRAFT-232,EMERGENCY,2027-01-14,2027-01-15,Replaced worn turbine blades,WORK-ORDER-12480,TitanAir Logistics,Robert Martinez
a6a6e559-f641-489a-a9a3-341ebef9cfee,AIRCRAFT-94,EMERGENCY,2026-10-10,2026-10-10,Tested system pressure and flow rates,WORK-ORDER-8250,Horizon Aviation Systems,Jennifer Kim
a6a72ae8-aad4-401c-a137-75d122fc9945,AIRCRAFT-427,EMERGENCY,2026-08-30,2026-09-01,Finished pending electrical system checks,WORK-ORDER-6568,SkyMaster Maintenance Corp,Michael Thompson
a6a9a184-da30-469c-95d6-b5f8dd3934fd,AIRCRAFT-93,EMERGENCY,2026-05-17,2026-05-21,Repaired antenna cable connection,WORK-ORDER-2071,Premier Flight Services,Michael Thompson
a6aabf93-2bfc-426f-93bd-c7b6907b9104,AIRCRAFT-73,UNSCHEDULED,2026-12-02,2026-12-04,Replaced worn hydraulic pump seals,WORK-ORDER-10595,TitanAir Logistics,Robert Martinez
a6adcfb4-7010-4109-b6b4-186e2b9c6236,AIRCRAFT-482,EMERGENCY,2026-11-12,2026-11-14,Replaced damaged tire,WORK-ORDER-9822,TitanAir Logistics,Sarah Chen
a6aebad1-a0bd-4c42-af67-37746867fdc8,AIRCRAFT-86,EMERGENCY,2026-07-16,2026-07-18,Replaced leaking hydraulic line,WORK-ORDER-4751,Precision Aviation Services,James Rodriguez
a6b023bc-99c0-41e2-89d7-e90b01ec4158,AIRCRAFT-394,EMERGENCY,2026-12-20,2026-12-22,Topped off auxiliary fuel tanks,WORK-ORDER-11376,Precision Aviation Services,Sarah Chen
a6b12c97-19a9-407a-a7d9-c8f80fbd0c12,AIRCRAFT-116,UNSCHEDULED,2026-09-03,2026-09-03,Checked security seals on sensitive equipment,WORK-ORDER-6722,Apex Aircraft Support,Michael Thompson
a6b3269d-e5a6-41a3-a6ce-2489b370faa8,AIRCRAFT-277,UNSCHEDULED,2026-02-22,2026-02-22,Performed routine safety equipment inspection,WORK-ORDER-6867,Premier Flight Services,Robert Martinez
a6b34f88-920b-4273-aa47-a52704ba04fe,AIRCRAFT-358,SCHEDULED,2026-05-16,2026-05-16,Verified integrity of access panels and doors,WORK-ORDER-1833,Apex Aircraft Support,Michael Thompson
a6b3ec88-90aa-4dcb-90cc-ae6456942a03,AIRCRAFT-157,UNSCHEDULED,2026-09-15,2026-09-17,Replaced worn brake pads,WORK-ORDER-7177,Premier Flight Services,James Rodriguez
a6b7ce4e-c25c-4bc4-9a8f-8cf4c3ed8486,AIRCRAFT-345,SCHEDULED,2026-07-15,2026-07-16,Cleaned fuel injectors and filters,WORK-ORDER-4699,Apex Aircraft Support,Emily Davis
a6b7e90e-59e7-41ed-ba50-9ee24a84ce3a,AIRCRAFT-59,SCHEDULED,2026-08-20,2026-08-20,Replaced navigation display unit,WORK-ORDER-6088,Horizon Aviation Systems,Emily Davis
a6be4f76-0557-4212-995b-f35bd558d2a4,AIRCRAFT-13,EMERGENCY,2026-08-23,2026-08-24,Replaced radio transceiver unit,WORK-ORDER-6118,TitanAir Logistics,Michael Thompson
a6c1ab89-c82a-430e-9303-ccb8fe6b91d1,AIRCRAFT-228,EMERGENCY,2026-10-06,2026-10-06,Replaced faulty GPS module,WORK-ORDER-7960,Apex Aircraft Support,David Anderson
a6c231f0-d0ab-4280-aeef-aa80e8dced04,AIRCRAFT-433,SCHEDULED,2026-04-25,2026-04-26,Checked security seals on sensitive equipment,WORK-ORDER-754,Premier Flight Services,Sarah Chen
a6c37f4b-422e-4a97-9b41-79297d72d557,AIRCRAFT-102,SCHEDULED,2026-12-02,2026-12-03,Inspected cargo hold for unauthorized items,WORK-ORDER-10436,TitanAir Logistics,Michael Thompson
a6c3d22e-f139-47f7-8bec-1a971cf02437,AIRCRAFT-7,EMERGENCY,2027-01-21,2027-01-22,Tested system pressure and flow rates,WORK-ORDER-12937,SkyMaster Maintenance Corp,Emily Davis
a6c3ed7f-00f9-474b-8008-1946e1f8716f,AIRCRAFT-212,EMERGENCY,2026-02-26,2026-02-26,Replaced radio transceiver unit,WORK-ORDER-6464,AeroTech Solutions,Sarah Chen
a6c56d9e-7f94-4bdc-894e-168740dd122e,AIRCRAFT-308,EMERGENCY,2026-11-23,2026-11-24,Executed deferred structural inspection,WORK-ORDER-10115,Horizon Aviation Systems,Emily Davis
a6c57c51-5f9c-4e9a-838a-271191752303,AIRCRAFT-219,UNSCHEDULED,2026-02-23,2026-02-26,Repaired antenna cable connection,WORK-ORDER-7146,Precision Aviation Services,James Rodriguez
a6c582c7-a206-4d90-b945-bd073e7a77f4,AIRCRAFT-200,SCHEDULED,2026-04-01,2026-04-01,Finished pending electrical system checks,WORK-ORDER-14006,SkyMaster Maintenance Corp,Michael Thompson
a6c5a1c6-a80f-4935-bd1e-b47f649eda5f,AIRCRAFT-469,UNSCHEDULED,2026-03-13,2026-03-13,Repaired antenna cable connection,WORK-ORDER-13397,Precision Aviation Services,Emily Davis
a6c75976-31e9-49b1-9068-0986f65676b3,AIRCRAFT-437,SCHEDULED,2026-04-19,2026-04-19,Replaced radio transceiver unit,WORK-ORDER-493,Premier Flight Services,David Anderson
a6c9ec2a-36c3-4037-af3e-3f1f34f4fd79,AIRCRAFT-251,UNSCHEDULED,2026-07-11,2026-07-13,Replaced worn hydraulic pump seals,WORK-ORDER-4414,Premier Flight Services,Michael Thompson
a6cbd023-e3e1-4a9f-8160-ee8a702a79cc,AIRCRAFT-407,SCHEDULED,2026-11-21,2026-11-22,Performed thorough cabin security sweep,WORK-ORDER-10140,TitanAir Logistics,Michael Thompson
a6ccfc9a-9de4-4a68-9749-ec12b68f299b,AIRCRAFT-255,SCHEDULED,2026-10-05,2026-10-05,Inspected windshield for crack propagation,WORK-ORDER-7965,SkyMaster Maintenance Corp,Michael Thompson
a6cd8afa-57a6-474a-8939-4fec056d7599,AIRCRAFT-217,UNSCHEDULED,2026-07-31,2026-08-01,Recalibrated inertial navigation system,WORK-ORDER-5147,Horizon Aviation Systems,Sarah Chen
a6cddbb3-a27e-42c2-a084-5e1392404e27,AIRCRAFT-316,UNSCHEDULED,2026-08-02,2026-08-02,Replaced landing gear actuator seal,WORK-ORDER-5296,TitanAir Logistics,Jennifer Kim
a6d2c8b7-54ab-4b57-8612-e713105bd463,AIRCRAFT-186,UNSCHEDULED,2026-12-03,2026-12-05,Inspected and adjusted wheel alignment,WORK-ORDER-10686,Precision Aviation Services,James Rodriguez
a6d5f1d5-f54d-4748-9cc4-4bcf4b824716,AIRCRAFT-394,UNSCHEDULED,2026-11-05,2026-11-06,Checked wing surfaces for lightning strike marks,WORK-ORDER-9545,Apex Aircraft Support,Michael Thompson
a6d65db9-87b2-4961-af4b-283cf90fd568,AIRCRAFT-498,EMERGENCY,2026-08-13,2026-08-13,Completed 100-hour inspection checklist,WORK-ORDER-5842,AeroTech Solutions,Jennifer Kim
a6d6a3f8-6bb4-4b67-8cf5-e2b5b28fbf72,AIRCRAFT-350,EMERGENCY,2026-10-08,2026-10-09,Checked wing surfaces for lightning strike marks,WORK-ORDER-7927,SkyMaster Maintenance Corp,Emily Davis
a6d93f2b-fb09-4067-93f7-eb02fed137e1,AIRCRAFT-99,SCHEDULED,2026-12-31,2027-01-01,Executed 50-hour maintenance checklist,WORK-ORDER-11910,Precision Aviation Services,Jennifer Kim
a6da8a5a-a3a7-4d12-9cbe-3374952f9e64,AIRCRAFT-244,EMERGENCY,2026-08-26,2026-08-29,Recalibrated engine sensors,WORK-ORDER-6405,AeroTech Solutions,Robert Martinez
a6df34cb-8ebd-4cd7-985d-e08a95ffa4fe,AIRCRAFT-436,UNSCHEDULED,2026-11-04,2026-11-06,Conducted periodic system functional tests,WORK-ORDER-9366,Apex Aircraft Support,Emily Davis
a6df6043-6780-4687-a038-f572bc033d5c,AIRCRAFT-143,SCHEDULED,2027-01-08,2027-01-09,Performed scheduled lubrication service,WORK-ORDER-12405,Precision Aviation Services,Emily Davis
a6dff633-02ae-4b87-8716-3443aa267db1,AIRCRAFT-272,UNSCHEDULED,2026-08-12,2026-08-13,Verified fuel quality and contamination check,WORK-ORDER-5790,Horizon Aviation Systems,David Anderson
a6e08f6b-a518-443d-b8d4-5afe61e60b87,AIRCRAFT-37,EMERGENCY,2026-08-04,2026-08-05,Conducted periodic system functional tests,WORK-ORDER-5332,SkyMaster Maintenance Corp,Sarah Chen
a6e0cfb3-c052-47d2-b885-a12f22956886,AIRCRAFT-415,SCHEDULED,2026-05-28,2026-05-28,Cleaned hydraulic filter and replaced element,WORK-ORDER-2389,AeroTech Solutions,James Rodriguez
a6e0eb91-182f-4a50-9411-3cfe02b8e84e,AIRCRAFT-119,EMERGENCY,2027-01-23,2027-01-23,Inspected and adjusted wheel alignment,WORK-ORDER-12799,TitanAir Logistics,James Rodriguez
a6e1bca5-94a7-489a-8393-26062bfea08f,AIRCRAFT-35,EMERGENCY,2026-08-17,2026-08-19,Inspected and adjusted wheel alignment,WORK-ORDER-6026,Premier Flight Services,James Rodriguez
a6e200d2-12f2-42ca-83b0-f010b346b05d,AIRCRAFT-478,SCHEDULED,2026-10-04,2026-10-04,Tested system pressure and flow rates,WORK-ORDER-7974,Horizon Aviation Systems,Michael Thompson
a6e31239-96a8-4dc1-af20-2b0ba36ebc25,AIRCRAFT-473,EMERGENCY,2027-01-06,2027-01-06,Inspected and adjusted wheel alignment,WORK-ORDER-12126,Premier Flight Services,Sarah Chen
a6e321bf-c1fa-4802-9564-0587af5794bc,AIRCRAFT-240,EMERGENCY,2026-08-06,2026-08-06,Calibrated fuel quantity indicators,WORK-ORDER-5626,SkyMaster Maintenance Corp,Sarah Chen
a6e46358-d261-4ac8-883a-7af4b981e240,AIRCRAFT-75,SCHEDULED,2026-11-10,2026-11-12,Cleaned fuel injectors and filters,WORK-ORDER-9757,Apex Aircraft Support,Michael Thompson
a6e502cf-9dd7-4145-8229-68089e7ade10,AIRCRAFT-316,UNSCHEDULED,2026-02-14,2026-02-14,Cleaned hydraulic filter and replaced element,WORK-ORDER-2792,Precision Aviation Services,Emily Davis
a6e59b39-6913-4f5d-b497-58d06adc51f3,AIRCRAFT-119,EMERGENCY,2026-02-08,2026-02-08,Conducted pre-flight security screening,WORK-ORDER-1497,Horizon Aviation Systems,Emily Davis
a6e6347a-7985-4fe1-93cf-dc81a2d601c9,AIRCRAFT-389,SCHEDULED,2026-05-07,2026-05-07,Updated navigation software to latest version,WORK-ORDER-1597,TitanAir Logistics,Michael Thompson
a6e6f544-74d9-49f2-ada6-c927e77a6b98,AIRCRAFT-331,UNSCHEDULED,2026-09-08,2026-09-08,Performed scheduled lubrication service,WORK-ORDER-7039,AeroTech Solutions,Jennifer Kim
a6e7456e-c263-4fd4-bba0-fa7c70c57c92,AIRCRAFT-44,SCHEDULED,2026-04-22,2026-04-22,Verified integrity of access panels and doors,WORK-ORDER-785,AeroTech Solutions,David Anderson
a6e8b772-6d33-4b85-9f0b-0b9714c80500,AIRCRAFT-414,UNSCHEDULED,2026-07-05,2026-07-06,Completed 100-hour inspection checklist,WORK-ORDER-4014,AeroTech Solutions,Sarah Chen
a6e9e63b-b33e-46f7-a054-fd4efb9b4040,AIRCRAFT-211,UNSCHEDULED,2026-04-01,2026-04-02,Executed 50-hour maintenance checklist,WORK-ORDER-14125,Precision Aviation Services,Robert Martinez
a6eb4733-f30b-4421-8682-b32fad14aae7,AIRCRAFT-480,SCHEDULED,2026-11-14,2026-11-16,Completed postponed engine run-up test,WORK-ORDER-9921,Premier Flight Services,James Rodriguez
a6eb5f25-3904-4025-98c6-c9175d2b526f,AIRCRAFT-222,EMERGENCY,2026-06-22,2026-06-22,Inspected combustion chamber for cracks,WORK-ORDER-3651,SkyMaster Maintenance Corp,James Rodriguez
a6eb7c5e-d655-4f49-b727-6753f66f7559,AIRCRAFT-269,EMERGENCY,2026-06-30,2026-06-30,Replaced damaged tire,WORK-ORDER-3860,Horizon Aviation Systems,James Rodriguez
a6ee0223-11cc-4773-b959-a5560769bb55,AIRCRAFT-378,UNSCHEDULED,2026-12-21,2026-12-21,Replaced navigation display unit,WORK-ORDER-11466,TitanAir Logistics,Sarah Chen
a6ee84b7-1426-4717-b0c6-729f4ab743cd,AIRCRAFT-396,UNSCHEDULED,2026-11-16,2026-11-17,Verified integrity of access panels and doors,WORK-ORDER-9831,Premier Flight Services,Robert Martinez
a6efa47f-eca1-4565-8e28-b7edd800f6e6,AIRCRAFT-389,EMERGENCY,2026-11-08,2026-11-09,Tested system pressure and flow rates,WORK-ORDER-9604,AeroTech Solutions,David Anderson
a6f031e4-6532-4d32-a87f-750cf69015bd,AIRCRAFT-85,UNSCHEDULED,2026-04-14,2026-04-14,Finished pending electrical system checks,WORK-ORDER-272,TitanAir Logistics,Michael Thompson
a6f32673-e136-470c-bb55-25714fab6613,AIRCRAFT-475,UNSCHEDULED,2027-01-27,2027-01-27,Topped off auxiliary fuel tanks,WORK-ORDER-13129,Horizon Aviation Systems,David Anderson
a6f4b012-e29d-42da-99c9-ce0960f5f558,AIRCRAFT-225,EMERGENCY,2026-03-24,2026-03-24,Filled main fuel tanks to capacity,WORK-ORDER-13851,SkyMaster Maintenance Corp,Michael Thompson
a6f4be9e-a491-41e0-a8bc-ba039f5d46df,AIRCRAFT-307,EMERGENCY,2026-10-01,2026-10-02,Recalibrated engine sensors,WORK-ORDER-7889,AeroTech Solutions,James Rodriguez
a6f55175-e904-4095-89e8-ca7f5428ec62,AIRCRAFT-190,SCHEDULED,2026-08-26,2026-08-26,Assessed corrosion from moisture exposure,WORK-ORDER-6364,SkyMaster Maintenance Corp,Michael Thompson
a6f6e249-773a-44f6-aa5e-17bcf28ca693,AIRCRAFT-227,EMERGENCY,2026-12-05,2026-12-06,Checked wing surfaces for lightning strike marks,WORK-ORDER-10712,Apex Aircraft Support,Sarah Chen
a6f6f46b-324b-4026-bbe7-d0e2700ac6c5,AIRCRAFT-249,EMERGENCY,2026-10-15,2026-10-15,Cleaned hydraulic filter and replaced element,WORK-ORDER-8260,Horizon Aviation Systems,David Anderson
a6f80c23-1425-4c0d-8beb-26073214948f,AIRCRAFT-147,EMERGENCY,2026-04-18,2026-04-18,Inspected fuel lines for leaks,WORK-ORDER-365,TitanAir Logistics,Sarah Chen
a6f859fc-e37e-4fe9-95a1-b7f2c84138d9,AIRCRAFT-191,SCHEDULED,2026-06-03,2026-06-04,Inspected exterior for hail damage,WORK-ORDER-2751,AeroTech Solutions,Jennifer Kim
a6fa5da5-ed24-4b00-9d49-7759e43c6a3b,AIRCRAFT-39,EMERGENCY,2026-09-22,2026-09-23,Verified fuel quality and contamination check,WORK-ORDER-7542,Precision Aviation Services,Sarah Chen
a6fd405f-c12e-4050-a8c1-b9be59c7263c,AIRCRAFT-494,EMERGENCY,2026-05-05,2026-05-05,Assessed corrosion from moisture exposure,WORK-ORDER-1280,SkyMaster Maintenance Corp,Robert Martinez
a6ffeeca-bf66-4e47-b376-1fa050c6c2ce,AIRCRAFT-240,SCHEDULED,2026-12-26,2026-12-27,Executed 50-hour maintenance checklist,WORK-ORDER-11639,Apex Aircraft Support,David Anderson
a701154a-844e-4344-a8cd-bcabe8713189,AIRCRAFT-368,EMERGENCY,2026-10-04,2026-10-04,Recalibrated engine sensors,WORK-ORDER-7897,SkyMaster Maintenance Corp,Robert Martinez
a7023fdc-41e5-4228-8287-843d2e66fdd4,AIRCRAFT-391,EMERGENCY,2026-02-05,2026-02-06,Performed scheduled lubrication service,WORK-ORDER-7120,Horizon Aviation Systems,Jennifer Kim
a702b54f-173e-44e3-a9d7-c0c0c8109dad,AIRCRAFT-229,EMERGENCY,2026-10-01,2026-10-03,Executed deferred structural inspection,WORK-ORDER-7794,SkyMaster Maintenance Corp,Robert Martinez
a7049b3a-d030-4e6f-8f9b-4a8bdfa4dbbd,AIRCRAFT-344,UNSCHEDULED,2026-02-02,2026-02-02,Conducted periodic system functional tests,WORK-ORDER-4757,Premier Flight Services,David Anderson
a70532d8-069c-4c0e-abf7-ca20669a8226,AIRCRAFT-368,EMERGENCY,2026-12-17,2026-12-18,Updated communication software,WORK-ORDER-11202,AeroTech Solutions,David Anderson
a706b98d-c19c-46cd-befa-becf26c14453,AIRCRAFT-415,UNSCHEDULED,2026-05-29,2026-05-29,Performed scheduled lubrication service,WORK-ORDER-2388,AeroTech Solutions,David Anderson
a707d981-92ce-4285-9129-1f424285a721,AIRCRAFT-425,UNSCHEDULED,2026-10-25,2026-10-26,Examined control surfaces for wind damage,WORK-ORDER-8993,TitanAir Logistics,Sarah Chen
a70bda0c-a61d-4f79-be47-06de5d9d7c1e,AIRCRAFT-302,UNSCHEDULED,2026-08-16,2026-08-18,Performed routine safety equipment inspection,WORK-ORDER-5952,Apex Aircraft Support,Robert Martinez
a70d4b62-0840-4574-9bd6-ad6a0ee75c4f,AIRCRAFT-449,SCHEDULED,2026-08-30,2026-08-30,Topped off auxiliary fuel tanks,WORK-ORDER-6408,AeroTech Solutions,Robert Martinez
a711e5b9-65b9-439c-b8a0-80dcb4c75303,AIRCRAFT-104,UNSCHEDULED,2026-09-26,2026-09-27,Replaced intercom system amplifier,WORK-ORDER-7584,Apex Aircraft Support,David Anderson
a7132e5e-8bf1-4da3-8b2e-4229350558da,AIRCRAFT-217,UNSCHEDULED,2026-12-03,2026-12-03,Checked wing surfaces for lightning strike marks,WORK-ORDER-10666,Premier Flight Services,David Anderson
a7149d8e-42c1-44e6-8ca2-45e2675abeed,AIRCRAFT-121,SCHEDULED,2026-07-07,2026-07-07,Inspected fuel lines for leaks,WORK-ORDER-4134,Horizon Aviation Systems,Emily Davis
a7160fb1-c13e-4882-ba6d-25184680474c,AIRCRAFT-3,EMERGENCY,2026-03-04,2026-03-06,Verified fuel quality and contamination check,WORK-ORDER-10647,AeroTech Solutions,Sarah Chen
a716b8ac-7a0f-4bdf-8557-068d31583be2,AIRCRAFT-63,EMERGENCY,2026-09-04,2026-09-04,Filled main fuel tanks to capacity,WORK-ORDER-6706,Precision Aviation Services,James Rodriguez
a717f916-d171-4810-97e3-7bb369e9218c,AIRCRAFT-343,UNSCHEDULED,2026-10-16,2026-10-17,Finished pending electrical system checks,WORK-ORDER-8496,AeroTech Solutions,Emily Davis
a719316e-3478-4074-a153-b60c059e293d,AIRCRAFT-230,SCHEDULED,2026-07-16,2026-07-16,Repaired antenna cable connection,WORK-ORDER-4650,Premier Flight Services,Michael Thompson
a71c3c51-b8c1-4a56-8f2e-2338e3455a8d,AIRCRAFT-273,EMERGENCY,2026-06-02,2026-06-02,Updated navigation software to latest version,WORK-ORDER-2608,Apex Aircraft Support,Emily Davis
a71c8a8a-1e7e-4ea0-804e-36092907f0eb,AIRCRAFT-213,EMERGENCY,2026-06-16,2026-06-16,Performed scheduled lubrication service,WORK-ORDER-3163,Horizon Aviation Systems,Robert Martinez
a71daf05-316f-4ee1-982f-5f465e79e4c1,AIRCRAFT-67,SCHEDULED,2026-05-14,2026-05-15,Cleaned fuel injectors and filters,WORK-ORDER-1903,TitanAir Logistics,James Rodriguez
a71ddf60-85d8-4275-b212-f98232acceaa,AIRCRAFT-159,UNSCHEDULED,2027-01-02,2027-01-04,Updated navigation software to latest version,WORK-ORDER-12018,Apex Aircraft Support,Jennifer Kim
a722b5ca-b3c5-409e-b081-2ecaf5d69732,AIRCRAFT-102,SCHEDULED,2026-04-22,2026-04-22,Completed postponed engine run-up test,WORK-ORDER-748,TitanAir Logistics,Sarah Chen
a7243b7f-b27b-4ee7-87da-cf3c927e6f9b,AIRCRAFT-38,SCHEDULED,2026-05-17,2026-05-19,Topped off hydraulic fluid reservoir,WORK-ORDER-1934,Apex Aircraft Support,Michael Thompson
a725af8f-d286-42cc-afe4-b8cc869fe755,AIRCRAFT-234,SCHEDULED,2026-12-19,2026-12-19,Cleaned hydraulic filter and replaced element,WORK-ORDER-11256,Apex Aircraft Support,James Rodriguez
a7260e05-b38e-4e71-86c6-fc669da75647,AIRCRAFT-64,EMERGENCY,2026-09-27,2026-09-28,Replaced worn hydraulic pump seals,WORK-ORDER-7642,SkyMaster Maintenance Corp,Robert Martinez
a7269665-58bc-48cc-8d7f-e5d0928607dc,AIRCRAFT-427,EMERGENCY,2026-08-28,2026-09-01,Replaced worn hydraulic pump seals,WORK-ORDER-6567,Precision Aviation Services,David Anderson
a727372f-03c4-40ff-a95f-2d218fd3efe7,AIRCRAFT-451,UNSCHEDULED,2026-03-11,2026-03-12,Replaced radio transceiver unit,WORK-ORDER-13250,SkyMaster Maintenance Corp,Michael Thompson
a728009f-505d-41c4-abbe-d6c24bf77f2c,AIRCRAFT-438,UNSCHEDULED,2026-05-17,2026-05-17,Replaced damaged tire,WORK-ORDER-1962,AeroTech Solutions,Michael Thompson
a72aeaec-335a-4b88-a5f1-09a003b27d79,AIRCRAFT-193,UNSCHEDULED,2026-03-17,2026-03-18,Replaced intercom system amplifier,WORK-ORDER-13422,AeroTech Solutions,Michael Thompson
a72bd9e8-60e1-45b3-bd15-01357d9f802e,AIRCRAFT-364,SCHEDULED,2026-06-17,2026-06-18,Checked wing surfaces for lightning strike marks,WORK-ORDER-3303,SkyMaster Maintenance Corp,Jennifer Kim
a72dc40d-7d3d-477e-bca8-2d0c4ec8d2a0,AIRCRAFT-298,UNSCHEDULED,2026-08-22,2026-08-22,Performed overdue avionics system test,WORK-ORDER-6210,Apex Aircraft Support,Sarah Chen
a72dd3c3-9600-40ee-9f7f-327273685604,AIRCRAFT-304,UNSCHEDULED,2026-03-09,2026-03-09,Topped off hydraulic fluid reservoir,WORK-ORDER-12624,Apex Aircraft Support,Michael Thompson
a72eb5d2-8bf3-4775-b84e-b95e1583bd66,AIRCRAFT-185,UNSCHEDULED,2026-04-25,2026-04-26,Replaced worn turbine blades,WORK-ORDER-726,Premier Flight Services,David Anderson
a72ffdd6-2d8d-4383-b22b-4e65f0c9ac33,AIRCRAFT-84,EMERGENCY,2026-04-18,2026-04-19,Replaced worn hydraulic pump seals,WORK-ORDER-518,TitanAir Logistics,Sarah Chen
a7320ec0-20aa-4c3b-aec2-79ccf8e89db3,AIRCRAFT-76,EMERGENCY,2026-12-23,2026-12-23,Filled main fuel tanks to capacity,WORK-ORDER-11598,Apex Aircraft Support,James Rodriguez
a736f01d-dd6e-4cfc-921a-44a3fcad4f9d,AIRCRAFT-222,UNSCHEDULED,2026-06-22,2026-06-23,Repaired antenna cable connection,WORK-ORDER-3652,Precision Aviation Services,Michael Thompson
a73aff9a-c84f-46bd-8873-dc76d39bd6fb,AIRCRAFT-391,UNSCHEDULED,2026-11-16,2026-11-19,Completed routine pre-flight inspection,WORK-ORDER-10027,SkyMaster Maintenance Corp,Michael Thompson
a73bc287-5f54-4020-af1c-54ab7373ff9a,AIRCRAFT-293,SCHEDULED,2026-06-10,2026-06-11,Replaced worn turbine blades,WORK-ORDER-2935,AeroTech Solutions,Jennifer Kim
a73be090-ac56-4582-967c-6354f98c09cf,AIRCRAFT-216,SCHEDULED,2026-12-14,2026-12-15,Replaced leaking hydraulic line,WORK-ORDER-11023,Precision Aviation Services,James Rodriguez
a73ceff5-09dc-4bef-bb1a-ce24e86bdeed,AIRCRAFT-267,UNSCHEDULED,2026-07-10,2026-07-13,Inspected exterior for hail damage,WORK-ORDER-4403,Horizon Aviation Systems,Sarah Chen
a73d66fa-30f9-45e4-bb0c-4c34400f5114,AIRCRAFT-235,UNSCHEDULED,2026-09-09,2026-09-10,Replaced faulty GPS module,WORK-ORDER-7061,Precision Aviation Services,Sarah Chen
a73f7064-47b9-43b6-8150-3ba5dcc607d4,AIRCRAFT-204,SCHEDULED,2026-03-07,2026-03-08,Inspected combustion chamber for cracks,WORK-ORDER-10110,Horizon Aviation Systems,Sarah Chen
a741758b-1668-4517-814c-26fb873c2505,AIRCRAFT-194,UNSCHEDULED,2026-05-10,2026-05-10,Assessed corrosion from moisture exposure,WORK-ORDER-1608,TitanAir Logistics,Michael Thompson
a742a035-f1ca-4858-ac2a-78016881c2ae,AIRCRAFT-390,SCHEDULED,2026-08-17,2026-08-18,Cleaned and tested headset jacks,WORK-ORDER-5980,SkyMaster Maintenance Corp,David Anderson
a7438fe1-dc17-4fcd-8ec0-352ebdfcf052,AIRCRAFT-280,SCHEDULED,2026-06-28,2026-06-28,Executed 50-hour maintenance checklist,WORK-ORDER-3794,Horizon Aviation Systems,Sarah Chen
a744b81f-2842-4888-b260-c298742391e6,AIRCRAFT-416,SCHEDULED,2026-05-06,2026-05-09,Checked security seals on sensitive equipment,WORK-ORDER-1546,AeroTech Solutions,Robert Martinez
a746d7b6-045e-4a1e-9396-04ebb3e9c1a4,AIRCRAFT-432,SCHEDULED,2026-08-29,2026-08-29,Conducted pre-flight security screening,WORK-ORDER-6426,Precision Aviation Services,Sarah Chen
a747ef4d-bb54-4b43-aab4-7cd1bce33099,AIRCRAFT-432,EMERGENCY,2026-04-10,2026-04-10,Replaced worn turbine blades,WORK-ORDER-194,SkyMaster Maintenance Corp,Robert Martinez
a74871fe-3458-434f-8851-29fd41f23ac5,AIRCRAFT-395,SCHEDULED,2026-11-05,2026-11-05,Updated navigation software to latest version,WORK-ORDER-9509,TitanAir Logistics,Robert Martinez
a74a1873-3745-4f1b-b6f6-f84d2629a2c2,AIRCRAFT-420,EMERGENCY,2026-07-27,2026-07-28,Calibrated fuel quantity indicators,WORK-ORDER-5022,AeroTech Solutions,Michael Thompson
a74c602c-5407-43f7-bf2a-dbd8cf30a177,AIRCRAFT-275,UNSCHEDULED,2026-08-21,2026-08-23,Filled main fuel tanks to capacity,WORK-ORDER-6178,Premier Flight Services,Robert Martinez
a74d251d-68a7-4b19-a19a-b5759534f29d,AIRCRAFT-76,EMERGENCY,2026-07-05,2026-07-07,Replaced faulty GPS module,WORK-ORDER-4217,Apex Aircraft Support,Robert Martinez
a74d4285-2068-4f7f-bff7-864288039a53,AIRCRAFT-334,UNSCHEDULED,2026-07-03,2026-07-06,Executed 50-hour maintenance checklist,WORK-ORDER-4011,Horizon Aviation Systems,Emily Davis
a74d7498-c42e-4ce6-a774-1033d75f051c,AIRCRAFT-405,UNSCHEDULED,2026-05-03,2026-05-05,Topped off auxiliary fuel tanks,WORK-ORDER-1300,Horizon Aviation Systems,Robert Martinez
a7508112-fa9b-4da2-b6af-739e435ea05a,AIRCRAFT-92,SCHEDULED,2026-10-15,2026-10-16,Replaced leaking hydraulic line,WORK-ORDER-8415,Apex Aircraft Support,Jennifer Kim
a75512ea-1d26-47e1-93a7-5b3ee301410b,AIRCRAFT-251,UNSCHEDULED,2026-09-16,2026-09-16,Inspected and adjusted wheel alignment,WORK-ORDER-7318,TitanAir Logistics,Emily Davis
